title,link,authors,year,abstract
Board Composition and Insurance Firm Performance: Evidence from Emerging Markets,https://pureportal.coventry.ac.uk/en/publications/board-composition-and-insurance-firm-performance-evidence-from-em,[],2019,
Board of Directors and Company Performance in Ghana,https://pureportal.coventry.ac.uk/en/publications/board-of-directors-and-company-performance-in-ghana,[],2019,
Bottom-up sentiment and return predictability of the market portfolio,https://pureportal.coventry.ac.uk/en/publications/bottom-up-sentiment-and-return-predictability-of-the-market-portf,[],Jun 2019,
Coalbed Methane Development in Indonesia: Design and Economic Analysis of Upstream Petroleum Fiscal Policy,https://pureportal.coventry.ac.uk/en/publications/coalbed-methane-development-in-indonesia-design-and-economic-anal,[],Aug 2019,
Commonality in liquidity across options and stock futures markets,https://pureportal.coventry.ac.uk/en/publications/commonality-in-liquidity-across-options-and-stock-futures-markets,[],28 Jan 2019,
Common Risk Factors in Returns on Sukuk Investment,https://pureportal.coventry.ac.uk/en/publications/common-risk-factors-in-returns-on-sukuk-investment,[],2019,
Competing institutional logics and institutional embeddedness of actors in Islamic financial reporting standardisation: A comparative study,https://pureportal.coventry.ac.uk/en/publications/competing-institutional-logics-and-institutional-embeddedness-of-,[],2019,
Compliance with Mercury Reporting Provisions under the Minamata Convention: An Assessment from a Developing Country Perspective,https://pureportal.coventry.ac.uk/en/publications/compliance-with-mercury-reporting-provisions-under-the-minamata-c,[],2019,
Corporate environmental accountability in Nigeria: The role of local communities,https://pureportal.coventry.ac.uk/en/publications/corporate-environmental-accountability-in-nigeria-the-role-of-loc,[],25 Nov 2019,
Corporate environmental accountability in Nigeria: the role of Local Community,https://pureportal.coventry.ac.uk/en/publications/corporate-environmental-accountability-in-nigeria-the-role-of-loc-2,[],11 Sept 2019,
Corporate governance and business growth: Evidence from China,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-business-growth-evidence-from-china,[],2019,
Corporate Governance Dynamics and Quality of Bank and Insurance Boards An empirical study based on global data,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-dynamics-and-quality-of-bank-and-insurance-b,[],2019,
Corporate Governance in Ghana: An Analysis of Board Accountability in Ghanaian Listed Banks,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-in-ghana-an-analysis-of-board-accountability,[],13 May 2019,
Corporate Social Responsibility: Consumer Perception For the UK Apparel Companies,https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-consumer-perception-for-the-uk-ap,[],2019,
CSR-consumption paradox: Examination of UK apparel companies,https://pureportal.coventry.ac.uk/en/publications/csr-consumption-paradox-examination-of-uk-apparel-companies,[],11 Mar 2019,
Cyberattacks on critical infrastructure: an economic perspective,https://pureportal.coventry.ac.uk/en/publications/cyberattacks-on-critical-infrastructure-an-economic-perspective,[],Jun 2019,
Data and Information Flows: Assessing Threads and Opportunities to Ensure Privacy and Investment Returns,https://pureportal.coventry.ac.uk/en/publications/data-and-information-flows-assessing-threads-and-opportunities-to,[],28 Aug 2019,
Discharging environmental accountability in emerging economies: Illustrations from Nigerian cement industry,https://pureportal.coventry.ac.uk/en/publications/discharging-environmental-accountability-in-emerging-economies-il,[],12 May 2019,
Do Compensation Consultants Drive Up CEO Pay? Evidence from UK Public Firms,https://pureportal.coventry.ac.uk/en/publications/do-compensation-consultants-drive-up-ceo-pay-evidence-from-uk-pub,[],2019,
"Do culture, sentiment, and cognitive dissonance explain the ‘above suspicion’ anomalies?",https://pureportal.coventry.ac.uk/en/publications/do-culture-sentiment-and-cognitive-dissonance-explain-the-above-s,[],Nov 2019,
Do disclosure and transparency affect bank’s financial performance?,https://pureportal.coventry.ac.uk/en/publications/do-disclosure-and-transparency-affect-banks-financial-performance,[],2 Dec 2019,
Does Accounting Treatment of Share-Based Payments Impact Performance Measures for Banks?,https://pureportal.coventry.ac.uk/en/publications/does-accounting-treatment-of-share-based-payments-impact-performa,[],Dec 2019,
Does corporate R&D investment affect firm environmental performance? Evidence from G-6 countries,https://pureportal.coventry.ac.uk/en/publications/does-corporate-rampd-investment-affect-firm-environmental-perform,[],1 Feb 2019,
Entrepreneurial Intent on Induction to Undergraduate Business Courses: A Comparison of Two Higher Education Institutions in the UK,https://pureportal.coventry.ac.uk/en/publications/entrepreneurial-intent-on-induction-to-undergraduate-business-cou,[],14 Nov 2019,
Essential Personal Finance: A Practical Guide for Employees,https://pureportal.coventry.ac.uk/en/publications/essential-personal-finance-a-practical-guide-for-employees,[],11 Jan 2019,
Family-controlled financial institutions: An institutional perspective on service quality management,https://pureportal.coventry.ac.uk/en/publications/family-controlled-financial-institutions-an-institutional-perspec,[],11 Jul 2019,
Financial Accounting: Text and cases,https://pureportal.coventry.ac.uk/en/publications/financial-accounting-text-and-cases,[],1 Jan 2019,
Forecasting Government Bond Spreads with Heuristic Models: Evidence from the Eurozone Periphery,https://pureportal.coventry.ac.uk/en/publications/forecasting-government-bond-spreads-with-heuristic-models-evidenc,[],Nov 2019,
Human Capital and Exports: A Micro-level Analysis of Transition Countries,https://pureportal.coventry.ac.uk/en/publications/human-capital-and-exports-a-micro-level-analysis-of-transition-co,[],3 Oct 2019,
"ICT, Financial Sector Development and Financial Access",https://pureportal.coventry.ac.uk/en/publications/ict-financial-sector-development-and-financial-access,[],Jun 2019,
Impulse balance and framing effects in threshold public good games,https://pureportal.coventry.ac.uk/en/publications/impulse-balance-and-framing-effects-in-threshold-public-good-game,[],1 Oct 2019,
"Integrated cloud financial accounting cycle. How artificial intelligence, blockchain, and XBRL will change the accounting, fiscal and auditing practices",https://pureportal.coventry.ac.uk/en/publications/integrated-cloud-financial-accounting-cycle-how-artificial-intell,[],28 Aug 2019,
Investing in Prevention or Paying for Recovery - Attitudes to Cyber Risk,https://pureportal.coventry.ac.uk/en/publications/investing-in-prevention-or-paying-for-recovery-attitudes-to-cyber,[],23 Oct 2019,
Is the Language of Fraud Failing its Victims?,https://pureportal.coventry.ac.uk/en/publications/is-the-language-of-fraud-failing-its-victims,[],1 May 2019,
Learning dispositif and emotional attachment: a preliminary international investigation,https://pureportal.coventry.ac.uk/en/publications/learning-dispositif-and-emotional-attachment-a-preliminary-intern,[],23 Nov 2019,
"Loan Quality, Cost Efficiency, and Corporate Earnings in Islamic Banking",https://pureportal.coventry.ac.uk/en/publications/loan-quality-cost-efficiency-and-corporate-earnings-in-islamic-ba,[],2019,
"Majoritarian Preference, Utilitarian Welfare and Public Information in Cournot Oligopoly",https://pureportal.coventry.ac.uk/en/publications/majoritarian-preference-utilitarian-welfare-and-public-informatio,[],Jul 2019,
Measuring the Energy Input Substitution and Output Effects of Energy Price Changes and the Implications for the Environment,https://pureportal.coventry.ac.uk/en/publications/measuring-the-energy-input-substitution-and-output-effects-of-ene,[],1 Oct 2019,
Mergers and Acquisitions: Implications for Acquirers’ Market Risk,https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-implications-for-acquirers-market-risk,[],8 Apr 2019,
Multi Academy Trusts in England: A scenario of cooperation with universities,https://pureportal.coventry.ac.uk/en/publications/multi-academy-trusts-in-england-a-scenario-of-cooperation-with-un,[],7 May 2019,
New Approaches in Assessing CSR & Sustainability Disclosure: Insights into the Updateability of Web-based Data,https://pureportal.coventry.ac.uk/en/publications/new-approaches-in-assessing-csr-amp-sustainability-disclosure-ins,[],9 Apr 2019,
Political ideology and NGO accountability: the case of the Syrian conflict,https://pureportal.coventry.ac.uk/en/publications/political-ideology-and-ngo-accountability-the-case-of-the-syrian-,[],2019,
Psychopathic Traits of Corporate Leadership as Predictors of Future Stock Returns,https://pureportal.coventry.ac.uk/en/publications/psychopathic-traits-of-corporate-leadership-as-predictors-of-futu,[],Nov 2019,
Ransomware and reputation,https://pureportal.coventry.ac.uk/en/publications/ransomware-and-reputation,[],10 Jun 2019,
Real exchange rate and asymmetric shocks in the West African Monetary Zone (WAMZ),https://pureportal.coventry.ac.uk/en/publications/real-exchange-rate-and-asymmetric-shocks-in-the-west-african-mone,[],Mar 2019,
Report of the Key Development Needs (KDNs) Assessment Exercise by the State of Osun's Citizens for Improved Governance and Better Service Delivery,https://pureportal.coventry.ac.uk/en/publications/report-of-the-key-development-needs-kdns-assessment-exercise-by-t,[],2019,
Risk aversion and beta anomaly (with Peng Li),https://pureportal.coventry.ac.uk/en/publications/risk-aversion-and-beta-anomaly-with-peng-li,[],2019,
"Share-Option Based Compensation Expense, Shareholder Returns and Financial Crisis",https://pureportal.coventry.ac.uk/en/publications/share-option-based-compensation-expense-shareholder-returns-and-f,[],Apr 2019,
Shari’ah Governance of Islami Bank Bangladesh Limited: Implications of Ownership Change,https://pureportal.coventry.ac.uk/en/publications/shariah-governance-of-islami-bank-bangladesh-limited-implications,[],29 May 2019,
Stress Testing and Reverse Stress Testing: An Approach for a Resilient Islamic Financial Industry,https://pureportal.coventry.ac.uk/en/publications/stress-testing-and-reverse-stress-testing-an-approach-for-a-resil,[],2019,
"Tax Evasion, Information Systems and Blockchain",https://pureportal.coventry.ac.uk/en/publications/tax-evasion-information-systems-and-blockchain,[],1 May 2019,
The dark side of transparency: Does the Nigeria extractive industries transparency initiative help or hinder accountability and corruption control?,https://pureportal.coventry.ac.uk/en/publications/the-dark-side-of-transparency-does-the-nigeria-extractive-industr,[],Sept 2019,
The Effects of Corporate Social Responsibility on Real and Accrual‐based Earnings Management: Evidence from China,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-corporate-social-responsibility-on-real-and-accrua,[],Sept 2019,
The hegemony in transfer pricing practices: The case of a Chinese organisation,https://pureportal.coventry.ac.uk/en/publications/the-hegemony-in-transfer-pricing-practices-the-case-of-a-chinese-,[],2019,
The impact of foreign direct investment on productivity: New evidence for developing countries,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-direct-investment-on-productivity-new-evide,[],1 Aug 2019,
The impact of the United Nations Sustainable Development goals on the implementation of Corporate Social Responsibility CSR practices in mining companies in Sub-Saharan Africa: Malawi as a case study,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-united-nations-sustainable-development-goals-on,[],28 Jun 2019,
"The Impact of Trade Intensity and Market Characteristics on Asymmetric Volatility, Spillovers and Asymmetric Spillovers: Evidence from the Response of International Stock Markets to US Shocks",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-trade-intensity-and-market-characteristics-on-asymm,[],Feb 2019,
The islamic perspective of CSR in the Financial institutions in Nigeria: The case of Jaiz bank,https://pureportal.coventry.ac.uk/en/publications/the-islamic-perspective-of-csr-in-the-financial-institutions-in-n,[],31 Jan 2019,
The newest intelligent financial decisions tool: fractals. A smart approach to assess the risk,https://pureportal.coventry.ac.uk/en/publications/the-newest-intelligent-financial-decisions-tool-fractals-a-smart-,[],1 May 2019,
The Role of Openness in the Effect of ICT on Governance,https://pureportal.coventry.ac.uk/en/publications/the-role-of-openness-in-the-effect-of-ict-on-governance,[],3 Jul 2019,
To pay or not: game theoretic models of ransomware,https://pureportal.coventry.ac.uk/en/publications/to-pay-or-not-game-theoretic-models-of-ransomware,[],2019,
Towards a Sustainable University Led Support System for MSMEs,https://pureportal.coventry.ac.uk/en/publications/towards-a-sustainable-university-led-support-system-for-msmes,[],14 Nov 2019,
To what extent do public and private financing sources affect access and quality of health care? Experiences from Uganda’s healthcare system,https://pureportal.coventry.ac.uk/en/publications/to-what-extent-do-public-and-private-financing-sources-affect-acc,[],30 Dec 2019,
Understanding Financial Reporting Fraud in Egypt: Evidence from the Audit Field,https://pureportal.coventry.ac.uk/en/publications/understanding-financial-reporting-fraud-in-egypt-evidence-from-th,[],2 Nov 2019,
Understanding the Nature of Accounts Using Comprehensive Tools to Understand Financial Statements,https://pureportal.coventry.ac.uk/en/publications/understanding-the-nature-of-accounts-using-comprehensive-tools-to,[],4 Oct 2019,
Understanding time-inconsistent heterogeneous preferences in economics and finance: A practice theory approach,https://pureportal.coventry.ac.uk/en/publications/understanding-time-inconsistent-heterogeneous-preferences-in-econ,[],Nov 2019,
VAT – different approach in Europe and GCC – a comparative analysis,https://pureportal.coventry.ac.uk/en/publications/vat-different-approach-in-europe-and-gcc-a-comparative-analysis,[],1 Mar 2019,
What Matters in the Assessment of Financial Reporting Fraud Risk?,https://pureportal.coventry.ac.uk/en/publications/what-matters-in-the-assessment-of-financial-reporting-fraud-risk-2,[],5 Jun 2019,
"Agency costs, Ownership Structure and Corporate Governance Mechanisms in Ghana",https://pureportal.coventry.ac.uk/en/publications/agency-costs-ownership-structure-and-corporate-governance-mechani,[],2018,
Are single stock futures used as an alternative during a short-selling ban?,https://pureportal.coventry.ac.uk/en/publications/are-single-stock-futures-used-as-an-alternative-during-a-short-se,[],Jan 2018,
Assessing Management Integrity: Insights from Big 4 Auditors in Egypt,https://pureportal.coventry.ac.uk/en/publications/assessing-management-integrity-insights-from-big-4-auditors-in-eg,[],1 Jul 2018,
"Bank Size, Information Sharing and Financial Access in Africa",https://pureportal.coventry.ac.uk/en/publications/bank-size-information-sharing-and-financial-access-in-africa,[],2018,
Brexit – An Opportunity for Real Estate Firms in Germany and Ireland?,https://pureportal.coventry.ac.uk/en/publications/brexit-an-opportunity-for-real-estate-firms-in-germany-and-irelan,[],2018,
Cash Holdings and Corporate Investment Valuations: Evidence from The London Stock Exchange,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-t,[],1 Jan 2018,
Cash Holdings and Corporate Investment Valuations: Evidence from The London Stock Exchange,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-t-2,[],Jun 2018,
Cash Holdings and Corporate Investment Valuations: Evidence from UK Corporate Investment Announcement,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-corporate-investment-valuations-evidence-from-u,[],13 Aug 2018,
Cash Holdings and Firm Competitiveness,https://pureportal.coventry.ac.uk/en/publications/cash-holdings-and-firm-competitiveness,[],1 Jan 2018,
Common Biases In Business Research,https://pureportal.coventry.ac.uk/en/publications/common-biases-in-business-research,[],2018,
Comparative compliance status of AAOIFI and IFSB standards: An empirical evidence from Islami Bank Bangladesh Limited,https://pureportal.coventry.ac.uk/en/publications/comparative-compliance-status-of-aaoifi-and-ifsb-standards-an-emp,[],5 Jun 2018,
Comparative Human Development Thresholds for Absolute and Relative Pro-poor Mobile Banking in Developing Countries,https://pureportal.coventry.ac.uk/en/publications/comparative-human-development-thresholds-for-absolute-and-relativ,[],5 Feb 2018,
Competing Institutional Logics in Islamic Financial Reporting Standardisation: A Comparative Study,https://pureportal.coventry.ac.uk/en/publications/competing-institutional-logics-in-islamic-financial-reporting-sta,[],2018,
Corporate Governance and Audit Quality: Further Recommendations Beyond the Code,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-audit-quality-further-recommendations-be,[],26 Jan 2018,
Corporate Governance Practices in Jordan,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-practices-in-jordan,[],2018,
Determinants of Mobile Phone Penetration: Panel Threshold Evidence from Sub-Saharan Africa,https://pureportal.coventry.ac.uk/en/publications/determinants-of-mobile-phone-penetration-panel-threshold-evidence,[],2018,
Does Size Matter in Predicting SMEs Failure?,https://pureportal.coventry.ac.uk/en/publications/does-size-matter-in-predicting-smes-failure,[],Oct 2018,
Does the crowd mean business? An analysis of rewards-based crowdfunding as a source of finance for start-ups and small businesses,https://pureportal.coventry.ac.uk/en/publications/does-the-crowd-mean-business-an-analysis-of-rewards-based-crowdfu,[],2018,
Do terrorist attacks harm financial markets? A meta-analysis of event studies and the determinants of adverse impact,https://pureportal.coventry.ac.uk/en/publications/do-terrorist-attacks-harm-financial-markets-a-meta-analysis-of-ev,[],Aug 2018,
Effects of asymmetric information on market timing in the mutual fund industry,https://pureportal.coventry.ac.uk/en/publications/effects-of-asymmetric-information-on-market-timing-in-the-mutual-,[],8 Oct 2018,
Enhancing nurse satisfaction: an exploration of specialty nurse shortage within the West Midlands region of NHS England Nursing Management,https://pureportal.coventry.ac.uk/en/publications/enhancing-nurse-satisfaction-an-exploration-of-specialty-nurse-sh,[],22 Mar 2018,
Environmental Regulation And International Competitiveness: A Critical Review,https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-international-competitiveness-a-crit,[],2018,
"Fatality Sensitivity: Factors shaping British, Polish and Australian public opinion on the Iraq war",https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-factors-shaping-british-polish-and-australia,[],28 Mar 2018,
FDI Spillover Effects in China’s Manufacturing Sector: New Evidence from Forward and Backward Linkages,https://pureportal.coventry.ac.uk/en/publications/fdi-spillover-effects-in-chinas-manufacturing-sector-new-evidence,[],18 Apr 2018,
Fighting Terrorism: Empirics on Policy Harmonisation,https://pureportal.coventry.ac.uk/en/publications/fighting-terrorism-empirics-on-policy-harmonisation,[],Aug 2018,
"Financialisation, Capital Accumulation and Economic Development in Nigeria: A critical perspective.",https://pureportal.coventry.ac.uk/en/publications/financialisation-capital-accumulation-and-economic-development-in,[],4 Jul 2018,
Fundamental Analysis According to the F-Score Method in the German Stock Market,https://pureportal.coventry.ac.uk/en/publications/fundamental-analysis-according-to-the-f-score-method-in-the-germa,[],8 May 2018,
Impact of Corporate Governance on Bank Financial Performance,https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-bank-financial-performance,[],Aug 2018,
Impact Of Regulatory Capital On European Banks Financial Performance: A Review Of Post Global Financial Crisis,https://pureportal.coventry.ac.uk/en/publications/impact-of-regulatory-capital-on-european-banks-financial-performa,[],Apr 2018,
Increasing Foreign Aid for Inclusive Human Development in Africa,https://pureportal.coventry.ac.uk/en/publications/increasing-foreign-aid-for-inclusive-human-development-in-africa,[],Jul 2018,
Institutional change and corporate governance diversity in China’s SOEs,https://pureportal.coventry.ac.uk/en/publications/institutional-change-and-corporate-governance-diversity-in-chinas,[],2018,
Is information diffusion a threat to market power for financial access? Insights from the African banking industry,https://pureportal.coventry.ac.uk/en/publications/is-information-diffusion-a-threat-to-market-power-for-financial-a,[],Jun 2018,
"Large Market Games, the Law of One Price, and Market Structure",https://pureportal.coventry.ac.uk/en/publications/large-market-games-the-law-of-one-price-and-market-structure,[],Oct 2018,
Leadership Styles and Job Satisfaction,https://pureportal.coventry.ac.uk/en/publications/leadership-styles-and-job-satisfaction,[],23 Jul 2018,
Learnings from Japan: An EEUK Mission,https://pureportal.coventry.ac.uk/en/publications/learnings-from-japan-an-eeuk-mission,[],5 Sept 2018,
Lessons from a Survey of China’s Economic Diplomacy,https://pureportal.coventry.ac.uk/en/publications/lessons-from-a-survey-of-chinas-economic-diplomacy,[],Sept 2018,
"Mobile phones, institutional quality and entrepreneurship in Sub-Saharan Africa",https://pureportal.coventry.ac.uk/en/publications/mobile-phones-institutional-quality-and-entrepreneurship-in-sub-s,[],Jun 2018,
"Openness, ICT and Entrepreneurship in Sub-Saharan Africa",https://pureportal.coventry.ac.uk/en/publications/openness-ict-and-entrepreneurship-in-sub-saharan-africa,[],2018,
PhD by Publication as an Argument for Innovation and Technology Transfer: with Emphasis on Africa,https://pureportal.coventry.ac.uk/en/publications/phd-by-publication-as-an-argument-for-innovation-and-technology-t,[],3 Jan 2018,
Political Regimes and Stock Market Performance in Africa,https://pureportal.coventry.ac.uk/en/publications/political-regimes-and-stock-market-performance-in-africa,[],Aug 2018,
Predicting Unlisted SMEs' Default: Incorporating Market Information on Accounting-based Models for Improved Accuracy,https://pureportal.coventry.ac.uk/en/publications/predicting-unlisted-smes-default-incorporating-market-information,[],Sept 2018,
Pulling effect of Colonial Legacies on Africa’s Inward FDI,https://pureportal.coventry.ac.uk/en/publications/pulling-effect-of-colonial-legacies-on-africas-inward-fdi,[],5 Sept 2018,
Revisiting the evidence of earnings management prior to merger announcements: an application of Benford’s law,https://pureportal.coventry.ac.uk/en/publications/revisiting-the-evidence-of-earnings-management-prior-to-merger-an,[],26 Dec 2018,
Risks Associated with Payment Banks and Mobile-Based Money Platforms,https://pureportal.coventry.ac.uk/en/publications/risks-associated-with-payment-banks-and-mobile-based-money-platfo,[],20 Nov 2018,
Self-determination and service performance: the roles of service adaptiveness and openness to experience,https://pureportal.coventry.ac.uk/en/publications/self-determination-and-service-performance-the-roles-of-service-a,[],14 Jun 2018,
Socially Responsible Investment,https://pureportal.coventry.ac.uk/en/publications/socially-responsible-investment,[],Jan 2018,
Sukuk as a Financial Asset: A Review,https://pureportal.coventry.ac.uk/en/publications/sukuk-as-a-financial-asset-a-review,[],2018,
Sustainable management of affordable housing,https://pureportal.coventry.ac.uk/en/publications/sustainable-management-of-affordable-housing,[],15 Nov 2018,
"Temporal Stability of Groundwater Depth in the Contemporary Yellow River Delta, Eastern China",https://pureportal.coventry.ac.uk/en/publications/temporal-stability-of-groundwater-depth-in-the-contemporary-yello,[],28 Jun 2018,
"The Determinants Of Interest Rates In Microfinance: Age, Scale And Organisational Charter",https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-interest-rates-in-micro-banks-age-and-scale,[],Aug 2018,
The development of accounting practices and the adoption of IFRS in selected MENA countries,https://pureportal.coventry.ac.uk/en/publications/the-development-of-accounting-practices-and-the-adoption-of-ifrs-,[],2018,
The Economic Effects of Supply Chain Management on the Automobile Industries in China,https://pureportal.coventry.ac.uk/en/publications/the-economic-effects-of-supply-chain-management-on-the-automobile,[],25 Nov 2018,
The Impact of Armed Conflict and Terrorism on Foreign Aid: a Sector-Level Analysis,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-armed-conflict-and-terrorism-on-foreign-aid-a-secto,[],Oct 2018,
The Impact of the 2007-09 and Euro-Zone Crises on Natural Resources Sector Beta in African Emerging Markets: The Impact of the 2007-09 and Euro-Zone Crises on Natural Resources Sector Beta in African Emerging Markets,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-2007-09-and-euro-zone-crises-on-natural-resourc,[],1 Oct 2018,
The macroeconomic implications of public healthcare financing: a computable general equilibrium analysis of Uganda,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-implications-of-public-healthcare-financing-a-c,[],15 Jun 2018,
The relative importance of trade verses FDI-led economic growth in Thailand,https://pureportal.coventry.ac.uk/en/publications/the-relative-importance-of-trade-verses-fdi-led-economic-growth-i,[],1 Jan 2018,
The role of external debt in the foreign direct investment-growth relationship,https://pureportal.coventry.ac.uk/en/publications/the-role-of-external-debt-in-the-foreign-direct-investment-growth,[],12 Oct 2018,
The role of foreign direct investment in less developed countries,https://pureportal.coventry.ac.uk/en/publications/the-role-of-foreign-direct-investment-in-less-developed-countries,[],1 Jan 2018,
The role of seaports in regional employment: evidence from South Korea,https://pureportal.coventry.ac.uk/en/publications/the-role-of-seaports-in-regional-employment-evidence-from-south-k-2,[],2018,
Time Preference for Investment in the Environment: The Impact of Intrinsic Motivation,https://pureportal.coventry.ac.uk/en/publications/time-preference-for-investment-in-the-environment-the-impact-of-i,[],1 Sept 2018,
Two centuries of farmland prices in England,https://pureportal.coventry.ac.uk/en/publications/two-centuries-of-farmland-prices-in-england,[],2018,
Two-stage DEA-Truncated Regression: Application in Banking Efficiency and Financial Development,https://pureportal.coventry.ac.uk/en/publications/two-stage-dea-truncated-regression-application-in-banking-efficie,[],15 Apr 2018,
UK Consumers’ Perceived Risk of Buying Products from Emerging Economies: A Moderated Mediation Model,https://pureportal.coventry.ac.uk/en/publications/uk-consumers-perceived-risk-of-buying-products-from-emerging-econ-2,[],May 2018,
Whether Shari’ah compliance efficiency is a matter for the financial performance: The case of Islami Bank Bangladesh Limited,https://pureportal.coventry.ac.uk/en/publications/whether-shariah-compliance-efficiency-is-a-matter-for-the-financi,[],4 Mar 2018,
‘Individual Failure’ and a Behavioural Public Sector Economics,https://pureportal.coventry.ac.uk/en/publications/individual-failure-and-a-behavioural-public-sector-economics,[],Feb 2018,
Accountability of Transnational Corporations in the Developing World: The Case for an Enforceable International Mechanism,https://pureportal.coventry.ac.uk/en/publications/accountability-of-transnational-corporations-in-the-developing-wo-2,[],28 Feb 2017,
Accounting analyses of momentum and contrarian strategies in emerging markets,https://pureportal.coventry.ac.uk/en/publications/accounting-analyses-of-momentum-and-contrarian-strategies-in-emer-2,[],30 Jan 2017,
Accounting for the Environment: Accountability in the Nigerian cement industry,https://pureportal.coventry.ac.uk/en/publications/accounting-for-the-environment-accountability-in-the-nigerian-cem,[],27 Jan 2017,
"Accounting Standards Complexity, Audit Fees and Financial Analyst Forecasts in Australia",https://pureportal.coventry.ac.uk/en/publications/accounting-standards-complexity-audit-fees-and-financial-analyst-,[],24 Nov 2017,
A distance learning university and its economic impact in a country’s peripheries: the case of Hellenic Open University,https://pureportal.coventry.ac.uk/en/publications/a-distance-learning-university-and-its-economic-impact-in-a-count-2,[],2017,
Aggregate and Disaggregate Financial Repression and Financial Liberalization Index and Database in China,https://pureportal.coventry.ac.uk/en/publications/aggregate-and-disaggregate-financial-repression-and-financial-lib,[],2017,
A literature survey on proposed african monetary unions,https://pureportal.coventry.ac.uk/en/publications/a-literature-survey-on-proposed-african-monetary-unions-2,[],Jul 2017,
An extra 7 years before I’m debt free: The effect of the poverty premium on debt advice service users,https://pureportal.coventry.ac.uk/en/publications/an-extra-7-years-before-im-debt-free-the-effect-of-the-poverty-pr,[],2017,
Are serial acquirers good targets for acquisition? An accounting perspective,https://pureportal.coventry.ac.uk/en/publications/are-serial-acquirers-good-targets-for-acquisition-an-accounting-p-2,[],4 Jan 2017,
A Summary of a Survey on Proposed African Monetary Unions,https://pureportal.coventry.ac.uk/en/publications/a-summary-of-a-survey-on-proposed-african-monetary-unions,[],Jun 2017,
At What Levels of Financial Development Does Information Sharing Matter?,https://pureportal.coventry.ac.uk/en/publications/at-what-levels-of-financial-development-does-information-sharing-,[],2 Jun 2017,
Audit firm tenure regulations and financial reporting quality: Evidence from the UK,https://pureportal.coventry.ac.uk/en/publications/audit-firm-tenure-regulations-and-financial-reporting-quality-evi,[],2017,
"Beliefs, Portfolio Constraints, Speculation and Asset Pricing",https://pureportal.coventry.ac.uk/en/publications/beliefs-portfolio-constraints-speculation-and-asset-pricing,[],2017,
BIM-based deconstruction tool: Towards essential functionalities,https://pureportal.coventry.ac.uk/en/publications/bim-based-deconstruction-tool-towards-essential-functionalities-2,[],Jun 2017,
Buying Friends? The Importance of Economic Flows in Assembling the Iraq War Coalition,https://pureportal.coventry.ac.uk/en/publications/buying-friends-the-importance-of-economic-flows-in-assembling-the,[],20 Dec 2017,
Can We Go beyond Agency Conceptions? Rethinking Agency Theory in Developing Countries,https://pureportal.coventry.ac.uk/en/publications/can-we-go-beyond-agency-conceptions-rethinking-agency-theory-in-d,[],9 May 2017,
Central Bank Optimism as a Policy Tool: Evidence from the Bank of England,https://pureportal.coventry.ac.uk/en/publications/central-bank-optimism-as-a-policy-tool-evidence-from-the-bank-of-,[],Nov 2017,
Comparative Evidence on the Value Relevance of IFRS-based Accounting Information in Germany and the UK,https://pureportal.coventry.ac.uk/en/publications/comparative-evidence-on-the-value-relevance-of-ifrs-based-account-2,[],2017,
Conclusion,https://pureportal.coventry.ac.uk/en/publications/conclusion-9,[],14 Sept 2017,
Construction Firms’ Competitiveness,https://pureportal.coventry.ac.uk/en/publications/construction-firms-competitiveness,[],14 Sept 2017,
Corporate governance and bidder returns: Evidence from China's domestic mergers and acquisitions,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-and-bidder-returns-evidence-from-chinas-dome,[],2017,
Culture clash – National vs international publishing,https://pureportal.coventry.ac.uk/en/publications/culture-clash-national-vs-international-publishing,[],25 Aug 2017,
Differences of opinion in sovereign credit signals during the European crisis,https://pureportal.coventry.ac.uk/en/publications/differences-of-opinion-in-sovereign-credit-signals-during-the-eur-2,[],2017,
Discharging environmental accountability in emerging economies: the case of the Nigerian cement industry,https://pureportal.coventry.ac.uk/en/publications/discharging-environmental-accountability-in-emerging-economies-th,[],8 Sept 2017,
